Name	Log2ratio_Log10fdr
Tmem231	0.107701704
Tex14	0.107633405
Pigw	0.107598731
Sass6	0.107536133
Tmed10	0.107293269
1700128F08Rik	0.107234562
Tm9sf2	0.10713501
Siae	0.107074458
Draxin	0.10700537
Flrt1	0.106985193
Zfp644	0.106969264
Zfp677	0.10696473
Cct7	0.106924589
Cdkl2	0.10684873
Klhl11	0.106819191
Kdm5d	0.106795835
Slc26a2	0.106712301
Cadm2	0.106710615
Galnt14	0.106559556
Gm15753	0.106501652
Gpc1	0.10648474
BB557941	0.106327924
Zfp988	0.106235449
Gm16685	0.106164141
Ier5l	0.106159088
Capn7	0.106157337
Csnk1e	0.1060665
Patl1	0.105975601
Zfp568	0.105878994
Eif2ak1	0.105747736
Stard5	0.10569601
Cmc4	0.105566922
Bud23	0.105515249
Plekhh2	0.105420622
Lipo3	0.105403392
Scai	0.105306169
0610043K17Rik	0.105253931
9930104L06Rik	0.105120937
Grik2	0.104897983
Ano3	0.104896716
Lzts1	0.104888514
Large1	0.104766224
Gpr4	0.10472955
Parvb	0.104615838
Orai2	0.104599782
Slc30a7	0.104556678
Ccdc138	0.104503803
Crim1	0.104495314
Sertad1	0.104414593
Lrrtm3	0.104357284
Aurkb	0.104346008
Bpnt2	0.104292742
Sclt1	0.104122976
Kcnq1ot1	0.104045614
Zfp960	0.104007282
Dock11	0.103974563
Trip12	0.103818991
Ctnnd1	0.10368072
Galnt18	0.103591145
Gmeb2	0.103589323
Nat14	0.103527602
Calu	0.103523643
Zfp942	0.103441732
Map1b	0.103355399
Pja1	0.103336428
Bzw1	0.103298689
Abraxas2	0.10323768
Plek2	0.103203246
Taf9b	0.103189141
Ttc23	0.102725793
Tmem200c	0.102658859
Cct3	0.10263634
Tut1	0.102575228
Ppp1r15a	0.102489496
Ogt	0.102436159
Il34	0.10241827
2700062C07Rik	0.102410155
Nlrp5-ps	0.102408822
Taf7	0.102332594
Elapor1	0.102232993
Rad54l2	0.102217784
Gm11839	0.102211741
Vezf1	0.102202762
Tstd1	0.101943682
Selplg	0.101914082
Msrb3	0.101903357
Dcc	0.101736497
Fan1	0.101727038
Aktip	0.101648734
Ctnna1	0.101626054
Itpr1	0.101484426
Slc2a13	0.101252218
Sec31b	0.101232873
Ptpn12	0.101214584
Aldh1a3	0.101193306
Oser1	0.101120616
Pappa2	0.101114248
Rmdn2	0.100980636
Mmp17	0.100768276
Zfpm1	0.100700494
Ulk2	0.10069276
Dcbld2	0.100677298
Trpc5	0.100568592
Rbm38	0.10056114
Grk3	0.100512707
Apc	0.100468151
Tmsb15l	0.100436866
Lsm1	0.100416483
Zmym5	0.100400249
Lmbrd2	0.100395696
Agtr1b	0.100366111
Zfp146	0.100280745
Ttc37	0.100136156
Creld1	0.099916486
Qtrt1	0.09981277
Kat7	0.099798688
Rb1cc1	0.099787215
Noc3l	0.099499104
Reps2	0.099462238
4933431E20Rik	0.099372228
Snap23	0.099255514
Slc8a1	0.099234454
Sh3bp2	0.099197114
Nop58	0.099145584
Slc9a3r2	0.099134495
Hcrtr1	0.099034158
Syt4	0.098975388
Birc5	0.098941874
Prxl2c	0.098928329
Ppp1r2	0.098795394
Exd1	0.098724671
Slc30a9	0.098716683
Klhl7	0.098689933
Atp1b3	0.09853494
Zfp961	0.098438219
Gls	0.09840154
Ppp1r37	0.098229679
Rsbn1l	0.098216323
Mospd2	0.098144008
Cspp1	0.098135684
Nmbr	0.098029935
Gucy1a2	0.097999119
Il13ra2	0.097899957
Cpb1	0.097582993
BC024978	0.097480171
Pdrg1	0.097463335
Osbpl3	0.097355671
Smad6	0.097322717
Nudt12	0.097259339
Ankub1	0.097254326
Stt3a	0.097134096
Ccdc171	0.097113359
Cstf2t	0.096971254
Angptl7	0.096870319
Lrrc59	0.096720304
Kansl1l	0.096589223
Ttc21a	0.096547649
Ptpn4	0.096493597
Cdkn2aipnl	0.096394338
Ska3	0.09635937
Pknox1	0.096231975
Zfp850	0.09618753
Rxfp1	0.096090616
Btbd3	0.096071737
Rnf217	0.095956168
P3h1	0.095760205
Sema4d	0.09561363
Ppp1r12a	0.095574522
Ap3s1	0.095527136
Tdrd3	0.095521722
Sema7a	0.095451505
Fam111a	0.095269445
Rbbp9	0.094993244
Magi3	0.09482053
Pcdha3	0.094759297
Acvr1c	0.094745195
Anks1b	0.09468561
Cntn2	0.094638283
Rnf10	0.094623699
Slc17a5	0.094594615
Zmym2	0.094525765
Pth1r	0.094437347
Lonrf2	0.094425811
Zkscan1	0.094037091
Ndel1	0.094031544
Cyfip1	0.093978948
Lysmd3	0.093907496
Prkch	0.093847586
Klb	0.093843865
Ppt2	0.09379141
Cngb1	0.093703004
Samd14	0.093589316
Sh3bp5l	0.093327473
Maats1	0.093288122
Zfp260	0.093274974
Ddx5	0.093168733
Abca17	0.093164409
Ahcyl1	0.093146178
Ly75	0.093050049
Slc25a13	0.093031959
Cnpy4	0.093020515
Gm19026	0.092962939
Myg1	0.092843801
Gid4	0.092842924
Psme4	0.092712357
Csde1	0.092687355
Gm527	0.092577357
Gm16897	0.092501555
Sf1	0.092395823
Nol9	0.092374034
Bcl2l13	0.092359142
Cox11	0.092302783
Pou3f3	0.092052246
Ostm1	0.091937412
Rslcan18	0.091933934
Lrch4	0.091869268
Elmod1	0.091815084
Alg8	0.091711424
Rabgap1l	0.091686302
Fat3	0.091678261
Xiap	0.091560929
Abcc3	0.091508894
Nrip3	0.091359415
Adat2	0.091182174
Chmp2b	0.091165238
Zfp54	0.09102635
Fbxl8	0.090952265
Rev1	0.090767152
Adamts17	0.090758355
Arl8b	0.090728218
Rapgef6	0.090542451
Adora1	0.090467428
Smchd1	0.090466335
Ankle2	0.090368323
Mfap1b	0.090131794
Rttn	0.090118657
Wdr20	0.09010685
Spag5	0.089960389
Ctcf	0.089944453
Plcxd2	0.089868269
Sap30bp	0.089860048
Mon1a	0.089820802
Snai1	0.089675041
Agps	0.089672706
Ino80e	0.089641553
Pi4kb	0.089603844
Zfp213	0.089545792
Mrps35	0.089412436
Vsx1	0.08939761
Hecw1	0.089344118
Ap1g1	0.089298495
Rnf149	0.089283704
Akap10	0.089173799
Ltv1	0.089165163
Snx1	0.08898644
Fam98b	0.088943746
1700086L19Rik	0.088893334
Tagap	0.088880997
Gm4204	0.08885996
Zfp781	0.088816726
Atf4	0.088689392
Itsn2	0.088688898
Gm14393	0.08853961
Dpp9	0.088518786
Msi2	0.088482344
4930568G15Rik	0.088461746
Gm6313	0.088398748
Cntf	0.088379753
Ccdc28b	0.088346604
Wdr13	0.088282978
Fbxl12os	0.088272192
Ercc6l	0.088266044
Esr1	0.088251974
Hsf2	0.088112772
E130215H24Rik	0.08803809
Wbp4	0.088036376
9630028B13Rik	0.088006007
Ppp1r1b	0.087934176
Mrps2	0.087916057
Zc3h7a	0.087701284
Gm17399	0.087674529
Depdc5	0.087561493
Nudt11	0.087488942
Ppara	0.087444303
Gm15542	0.087385613
Psmd5	0.087348909
Gmds	0.087307656
Cnr2	0.087044339
Efcab11	0.086991479
6030458C11Rik	0.086847463
Zfp384	0.086794811
Foxd2	0.086741798
Chrdl2	0.086715577
Nup35	0.086705181
Snora31	0.086621615
Acad9	0.086546284
Alox5ap	0.086378788
Vps13c	0.086320611
Utp23	0.086264547
Pcdh15	0.086260626
Cd300lg	0.086202098
Gxylt1	0.086048868
Zbtb44	0.086038042
Prdm10	0.085952852
Ryk	0.085860391
Slc35c2	0.085726314
Slc22a4	0.08570658
Ubtf	0.085617217
4833422C13Rik	0.085577236
Aar2	0.08554069
Rnf115	0.08554013
Eea1	0.085385112
Kdm2b	0.085353892
Emc6	0.085324235
Ermn	0.085192873
Slc29a4	0.085178756
Mrpl50	0.085127799
Cdh12	0.085097052
Prkar2a	0.084960434
Srp68	0.084744332
Ttc27	0.08473159
Ankrd17	0.0846612
Vsir	0.084627946
Ddost	0.08460522
Camta1	0.084513879
Eci2	0.084480416
Lcat	0.084414426
Smpdl3b	0.084383276
Lepr	0.084331385
Map7	0.08432736
Sytl5	0.084157605
B230219D22Rik	0.084118333
Zfyve26	0.084050431
Thop1	0.084039701
Serpine1	0.083952012
Ccdc84	0.083888324
Ctxn3	0.083839781
D17H6S53E	0.08375537
6820431F20Rik	0.083642786
Cd164l2	0.083550296
Fry	0.083522566
Dynlt1c	0.083482768
Vamp3	0.083329317
Asxl2	0.083323707
Rnpc3	0.083271669
Hadha	0.083255636
Slc9a7	0.083169448
Epb41l1	0.083025116
Cenpf	0.083011075
Glcci1	0.082994257
Zfp712	0.082959053
Fbxl22	0.082842986
Vsig10	0.082840962
Dennd4a	0.082714031
Txndc12	0.082614704
Gimap1	0.082566275
Retreg3	0.082531894
Rspo3	0.082169285
Siah2	0.082136249
Mpp7	0.082082142
Gabpb2	0.082053957
Pde1c	0.082052709
Sik3	0.081983968
Cog4	0.081785269
Sf3b1	0.081650461
Sp9	0.081636411
Lpar3	0.081610707
Jmjd1c	0.081571653
Ptger1	0.081553915
Trp53bp2	0.081532891
Mgat4a	0.081439285
Ppig	0.081417158
Rab3c	0.08125808
Qtrt2	0.081242135
Caprin1	0.081180832
Foxo1	0.080878044
Ska2	0.080765648
Ogfrl1	0.080584968
Zkscan8	0.08053434
Zfp954	0.080522047
Gm10131	0.080462653
Cnot3	0.080459585
Cep152	0.080436093
Muc1	0.08034639
Tfap2a	0.080325961
Gmpr2	0.080313242
Kcnrg	0.080287444
Acss3	0.080194138
Chn1	0.080151191
Lbp	0.080062528
Cenpi	0.080051899
Minar1	0.079923281
Prex1	0.079722189
Zfp184	0.079683652
Itprid2	0.079681569
Atp1a2	0.079596865
Maip1	0.079551386
Dapk2	0.079550517
Mgat4c	0.079490704
Shmt1	0.079472326
Mtfr2	0.079384415
Ficd	0.079382869
Cabp5	0.079352083
Gla	0.079318182
Ttc14	0.07931237
Usp51	0.07925359
1300017J02Rik	0.079187758
Mideas	0.079149264
Wwtr1	0.079051976
AI987944	0.079035197
Tbx21	0.079009148
Epn3	0.078966558
Traf6	0.078782163
Nr2c2ap	0.078779816
Metap1	0.07876255
Sec23b	0.078743528
Slc16a13	0.078666067
Atcay	0.078651238
Pls3	0.078650049
Ulk1	0.07844061
BC065397	0.078201417
Fstl1	0.078197456
Psmd12	0.078123917
Tcf20	0.078061671
Hnrnpf	0.078038078
Cab39	0.078026311
Leng1	0.077972354
Zfp451	0.077891596
Tnfaip3	0.077889229
Nanp	0.077771193
Sema3d	0.077758299
Slc7a6	0.077750019
Naa30	0.077737667
Gm8355	0.077633163
Numb	0.077468454
Abca6	0.077362979
Zyx	0.07729185
Nabp1	0.077264103
Fam110b	0.077030714
Cmya5	0.077007938
Atxn2l	0.076947068
Sh3gl3	0.076799337
Slc14a2	0.076748489
Ptcd1	0.076728546
Atp2b2	0.076641189
Nfe2l2	0.076522302
Hook1	0.076490349
Scd3	0.07648022
Cd302	0.076458694
Sos2	0.076419779
Abr	0.076360472
Mycbp	0.076256723
Abitram	0.076098966
Fyttd1	0.075990695
Bbs12	0.075957315
Pygm	0.075870049
Rbm19	0.075811193
Tecta	0.075788201
Zfp317	0.075779811
Slc25a51	0.075739342
Ap4m1	0.075636281
Cnot6l	0.075629331
2610008E11Rik	0.075511413
Cerk	0.075385883
Thbd	0.07537058
Elk4	0.075323221
Plekha1	0.07523817
Ptgr1	0.075079737
Galnt13	0.075017971
B3gnt5	0.074963458
Tprn	0.074962548
Syap1	0.074877046
Gdap1	0.074838991
Mrpl18	0.074661943
Spata13	0.07461986
Ccdc149	0.074529054
Gcn1	0.074511403
Bbip1	0.074493256
Noa1	0.074484959
Ctdspl2	0.074459055
Ttll5	0.074434705
Inpp5e	0.074345224
Rbm4	0.074338002
Cxcr4	0.074331888
Nceh1	0.074297844
Prnd	0.074160894
4833420G17Rik	0.074152544
Chd1	0.074078523
Usp1	0.074005912
Odr4	0.073971
Kcnmb2	0.073965247
Mocs2	0.073861925
Gm16044	0.073815179
Prpf3	0.073764069
Sp1	0.073675584
Mst1r	0.073517484
Zfp300	0.073483545
Arid5a	0.073405939
Zfp949	0.073301845
Dcun1d5	0.073273162
Gpr63	0.073267561
Klhl1	0.073203883
Krt10	0.073110087
Emx2	0.073042985
Ppm1d	0.072883128
Pkd2	0.07280936
Pthlh	0.072777283
Kifc5b	0.072717859
Armt1	0.072546738
Zfp324	0.072493216
Zswim6	0.072460771
Lig3	0.072385728
Dnlz	0.072358774
2610005L07Rik	0.072311553
Emc7	0.072279102
Rc3h1	0.072258619
Polr3f	0.072238123
Arfip1	0.072147072
Slc16a12	0.072055098
Oxr1	0.071968324
Plpp5	0.071963244
Gm12161	0.07182881
Srp54c	0.071822052
Trim33	0.071786656
Akirin1	0.071754515
Ccm2l	0.07169143
Atg5	0.07162443
Adra2b	0.071516495
Pnisr	0.071484451
Dscam	0.071444497
Ect2	0.071355036
Slc4a10	0.071283763
Apod	0.071193895
Gm11992	0.071101171
Tspan5	0.070935368
Pi16	0.070924315
Tfam	0.070902507
Prokr2	0.070841656
Rbm8a	0.070589253
Ndst1	0.07054553
Fam53c	0.070509391
Tmem185b	0.070490273
Kat2b	0.07044565
Rnf139	0.070407118
Asphd2	0.070406086
Apln	0.0702952
Ash1l	0.070273026
1110002L01Rik	0.070157352
Tmem253	0.070041183
Trim29	0.069976228
Mis18bp1	0.069857234
Retn	0.069784888
Wdfy2	0.069598039
Bmp4	0.069562881
Ppp1r10	0.06952501
Dnaaf1	0.06945987
Fam210a	0.069271553
Nfat5	0.069163705
Wwp1	0.069019131
Procr	0.06883785
Emg1	0.068765028
Adgrl3	0.068709996
Cog1	0.068700231
Gpatch3	0.068662265
Maob	0.068653868
Cpa6	0.068650768
F830016B08Rik	0.068649637
Mkln1	0.068648537
Adra1d	0.068618231
Ttc39b	0.068579885
Ccdc47	0.068504768
Prkcg	0.068467853
Zbtb24	0.068358722
Cdk13	0.068264627
9530051G07Rik	0.068216426
Rwdd4a	0.068190407
Ppm1f	0.068150412
Zfp975	0.068071494
Twnk	0.068051919
Ppp1r3b	0.068025786
Tdp1	0.067962161
Ddx11	0.067884215
Tmem131l	0.067867533
H13	0.067711088
Rexo5	0.06756406
Hmgcl	0.067553465
Zfp952	0.067553192
Mbd2	0.067522887
Ints4	0.067455052
Pclaf	0.067426708
Herc2	0.067343688
Traf3ip2	0.067307888
Slc25a15	0.067271709
Rhbdl2	0.067187698
Bbs4	0.066947258
Slc39a12	0.066928104
Cul4b	0.066873857
Zfp943	0.066833103
Dbil5	0.066822858
Gab3	0.066808455
9330136K24Rik	0.066744167
Dlg1	0.066724136
Prkg2	0.066637687
Srfbp1	0.066569876
Rasl10a	0.066496008
Crybg1	0.06644014
4732419C18Rik	0.066348863
2610044O15Rik8	0.066336468
Vmn2r29	0.066336221
4933417D19Rik	0.066151032
A430093F15Rik	0.066146753
Sumo1	0.06606565
Spag8	0.066027908
Ace2	0.066015202
Lrit3	0.065987511
Rogdi	0.065953071
Extl3	0.065820184
Arl14ep	0.065818325
Sdcbp2	0.065812629
Arhgef10	0.065810307
Wasf3	0.06573692
6030443J06Rik	0.065660401
Zfp623	0.065633442
Max	0.065631675
Rpl10	0.065574016
Cycs	0.065567305
Gnal	0.065552884
Ganab	0.06554708
Chst10	0.065492537
Gdf3	0.06543458
Ctf2	0.065404334
Fryl	0.065357189
Ubn2	0.065348696
Zfp994	0.065307832
Niban2	0.065220555
Rnf182	0.065189614
Sema4b	0.065183844
Tfdp1	0.065158761
Egln2	0.065118409
Ipo5	0.0651174
A330032B11Rik	0.065112229
Gm6451	0.065082346
Zer1	0.064978581
Twf1	0.064940206
Srek1ip1	0.064782926
Wdr36	0.064750609
Bloc1s4	0.064690816
Ncf2	0.064679442
Rab6a	0.064663782
Gm14569	0.064642402
Kcnip3	0.064584352
Cyp2f2	0.064566208
Tlr1	0.064367397
Plac9a	0.064249736
Lamp2	0.06424967
Nefl	0.064209185
Tmem69	0.064182815
Clip4	0.064123171
Ip6k1	0.064018135
Tmed7	0.063990632
Taok3	0.063907184
Spn	0.063895519
4930430F08Rik	0.063889293
Tcf4	0.063838261
Slc35d1	0.063812854
Kdsr	0.063789843
Drd5	0.063763215
Olig2	0.063689347
Gpr50	0.063598425
Bend7	0.06355929
Rnmt	0.063482127
Rims1	0.063476624
Zzz3	0.063410819
Gm4841	0.063329625
Cep135	0.063314213
A730008H23Rik	0.063311876
Adgrg3	0.063292177
Osgin2	0.063288432
Trp73	0.063283003
Dctn4	0.063233861
Tor1b	0.063218254
Zfp251	0.063208448
Lhx6	0.063143661
Hmgb2	0.062959922
Ptk2b	0.062922068
Soat2	0.06273307
St3gal6	0.062704436
Rdh1	0.062520945
Gal3st2b	0.062283063
Kdm5a	0.062238393
4931414P19Rik	0.062152957
Tmem117	0.062002839
Smarca2	0.06192568
Pla2g5	0.061894838
Tent4a	0.061877186
Id1	0.061875383
Slc12a2	0.061802408
Zfp365	0.06166793
Zfp281	0.061588267
Ust	0.061587726
Gm4450	0.061572939
Cacna1h	0.061402787
Dnal1	0.061306639
Bmi1	0.061241972
Denn2b	0.061190087
Erbb3	0.061147773
Fhit	0.061116675
Pex5l	0.06105805
2610301B20Rik	0.06103759
Slc38a11	0.061034454
Nav2	0.061008928
Tram1	0.060911203
Mocos	0.060868704
Coa6	0.060839097
Zdhhc17	0.060812348
Fbh1	0.060728757
Cct8	0.060720526
Med14	0.060695822
Wasf2	0.060677564
Yeats2	0.060674
Ccna2	0.060617276
Ntsr2	0.060602801
Sec14l5	0.060511038
Nop9	0.060505568
Tmem158	0.060488446
Fgd4	0.060428284
Slc5a7	0.060377551
Bcar1	0.06033869
Tns2	0.060258898
Fam160a1	0.060197572
Eif5a2	0.059993088
Uba52	0.059991618
Psmc1	0.059944174
Gm24182	0.059941146
Phactr1	0.05993542
Zfp14	0.059892729
Iqcm	0.059863341
Pik3cg	0.059846079
Rita1	0.059785308
Ctnnbl1	0.059765688
Casc1	0.059764028
Prkag1	0.059695445
Morc3	0.059691369
Iws1	0.05964494
Dock5	0.059537676
Dlgap4	0.059487775
Stox1	0.059482629
Pramel12	0.059441731
BC035044	0.059424003
Zfp982	0.05931502
Acbd5	0.05927923
Fgf1	0.059234605
Zfp263	0.059159825
Grin2c	0.059038263
Gm16023	0.05893952
Gtf2h2	0.058902699
Neu4	0.058888436
Ccnl1	0.058874335
Nhlh1	0.058838403
Bcl2l2	0.058741639
Mlkl	0.058735183
Gja1	0.058641081
Megf10	0.058614256
Zbtb38	0.058612624
Btg1	0.058612318
Ripk1	0.058593756
Scoc	0.0585623
Casq1	0.058413086
Farp1	0.0583901
4930512M02Rik	0.058303741
Fbxo3	0.058261418
Sf3a3	0.058232273
Fam3c	0.058167714
Lin28b	0.058125087
Vtcn1	0.057893907
Msantd2	0.057850562
Dlx6os1	0.057833499
Aifm3	0.057802647
E330013P04Rik	0.057679152
Mrpl47	0.057614768
Spata20	0.057613128
Zcchc7	0.057523702
Ranbp10	0.057413417
Cdk12	0.057384204
Kndc1	0.057381593
Dnajc7	0.057317319
Prkar1a	0.057306599
Ddx39a	0.057296968
Khsrp	0.057284654
Fscn1	0.057279545
Xntrpc	0.057245946
Cit	0.057198181
Lrba	0.057169732
Slc25a34	0.057162107
Mlx	0.057053223
Myo15b	0.057036754
Fam149b	0.057035423
Etfa	0.057019456
Zfp551	0.0570063
Chchd3	0.056921929
Rsl1d1	0.056800422
Braf	0.056760507
Kras	0.056758315
Ppp1cb	0.056663049
Scn2b	0.056635873
Col4a5	0.056598758
Xpo4	0.056563117
Prpf39	0.056540679
Gm11944	0.056470618
Pcgf5	0.056420703
Aven	0.056416005
Bcl11a	0.056391463
Tacstd2	0.056326949
Mprip	0.056303089
Atxn7l3b	0.05628278
Lamb1	0.056045994
Kif23	0.056024773
Zc3h12b	0.055970503
Sfxn3	0.055963013
Ctsh	0.055956164
Pcdha8	0.055938038
Dlgap5	0.055927946
Src	0.055922799
Gnpnat1	0.055840075
Dchs1	0.055789966
Zfp142	0.055787757
H2-T10	0.055707217
Smarce1	0.055657282
Klhl38	0.055602253
Celsr3	0.055574156
Tmem120b	0.055566109
Bach1	0.055565796
Rapgef4	0.055560023
Spcs1	0.055548384
Slc35e1	0.055483602
Pkd1l2	0.055343306
Adar	0.055230379
Ipw	0.055211053
Nbea	0.05519897
Cd300c2	0.055137008
Ier2	0.05508548
Baz1b	0.055066533
Tuba8	0.055051836
Arcn1	0.055042078
2900052N01Rik	0.055019139
Kif13b	0.055011762
Wdr44	0.054996528
Garnl3	0.05486858
Gm8108	0.054826731
Ptprcap	0.054767146
Septin3	0.054655358
Sla2	0.054626531
Zc3h3	0.054615028
Ocrl	0.054598155
Grm8	0.054584148
Xk	0.054581434
Fgd6	0.054578054
Ibsp	0.054558606
Psmc6	0.05455332
Dnajb14	0.054486183
Lekr1	0.054451218
Hsd17b7	0.054434404
Cd209b	0.054407767
Kdm4c	0.054382972
H2aj	0.054355063
Bcl2l11	0.05431432
Snx25	0.054282602
Adcy3	0.054281102
Gm16576	0.054278087
Bptf	0.05420445
Nedd1	0.054144121
Sqor	0.054119083
Wdr82	0.054107661
Mtus1	0.054031315
Kcnj14	0.053861443
Shank1	0.053841781
Tmem181a	0.053832678
Arpc4	0.053826827
Entr1	0.053747557
Btbd7	0.053729057
Epha4	0.053722698
Mok	0.053715371
Pcdhb6	0.053709814
Cacna1a	0.053614873
Arpc5l	0.053588014
Ints14	0.053583761
Cdc14a	0.053546354
Zfp518a	0.053540052
Zswim3	0.053434873
Irf4	0.05322909
Zfp455	0.053218334
Pafah1b2	0.053092812
Esam	0.053022792
Tma16	0.052865179
Bcat2	0.052859204
Ifi213	0.052791033
Tmem68	0.052773732
4632428C04Rik	0.052711802
Abcc12	0.052700009
Atp11c	0.052518558
Rbm39	0.052420243
Acot4	0.052334908
Tada2b	0.052333792
Cpne6	0.052317491
Cacul1	0.052272414
Slc25a53	0.052229406
Sult2b1	0.052220767
Gli2	0.052133434
Dzank1	0.052023865
Cd200r3	0.052008814
Poglut2	0.051987105
Gria2	0.051968444
Gpd2	0.051958318
Fam186b	0.05192608
Ptprz1	0.051890775
Aig1	0.051867913
C330007P06Rik	0.051800302
Csf3r	0.05177315
Gfra2	0.051698088
Acat1	0.051691428
Smim11	0.051677847
Oip5os1	0.051672604
Camk2n1	0.051640852
Ccl25	0.051617943
Cebpzos	0.051611349
Igf1	0.051603942
Apba2	0.051560431
Il1rapl1	0.051559334
Nap1l4	0.051497786
Rab5if	0.051420028
Themis	0.051340958
Faxc	0.051286729
Fbf1	0.051220973
Ufm1	0.051204291
Trpv1	0.051146113
Ticam2	0.05112585
Clec4a3	0.051115381
Pkn2	0.051111561
Cnr1	0.051067666
Homez	0.051028158
Nf1	0.051010162
Ism1	0.050949208
Gm11762	0.050945768
Pcdha7	0.050876906
Tufm	0.050830638
Stk38	0.050648361
Psg23	0.05064632
Pdyn	0.050620851
Mtmr4	0.050602517
Rps6ka5	0.050567358
Vamp7	0.050486391
4932438A13Rik	0.050438775
Gm24414	0.050407551
LOC115486835	0.050407551
Gm22623	0.050407551
Thsd7a	0.050315728
Unc119b	0.050238317
Retreg1	0.050216423
Pcdhb2	0.050213586
Pcdhb14	0.050177743
Smg5	0.050156014
Gm16222	0.050109893
Slc25a33	0.050083224
Sike1	0.050080818
Tial1	0.050056007
Mon1b	0.05005176
Phf10	0.049997046
Gm38402	0.049946423
Pkp1	0.049925359
Rarb	0.04983742
Cpd	0.049832573
Cdhr2	0.04977571
Atg3	0.049772958
Hectd4	0.049740785
4833422M21Rik	0.049672231
Dpysl2	0.049635006
Fam133b	0.049576534
Kcnc2	0.049525864
Nr1d2	0.049492073
Uox	0.049430878
Cep120	0.049420974
Fmr1	0.049417851
Pik3r3	0.049408705
Slc9a4	0.049385149
Ttll12	0.049368044
Selenok-ps1	0.049366692
Sf3a1	0.049303107
Cfap44	0.049220768
Skp1	0.049158961
Pgbd5	0.049148266
Macf1	0.049126238
Gphn	0.049097157
Gapvd1	0.049056609
Ube3c	0.049055148
Timm22	0.049032498
Ubqln1	0.04900669
Rpsa	0.04899578
Zpbp	0.048975079
Ttc21b	0.048866686
Myzap	0.048796597
Stard13	0.048778913
Det1	0.048644244
Nexn	0.048630717
Dgkh	0.048606264
Mrpl44	0.048522997
Dnah12	0.048521353
Shc3	0.048516237
Timmdc1	0.048477308
Msantd1	0.04847094
Gm14393	0.048460259
Robo4	0.048428022
Trmt12	0.04842792
Hdac4	0.048426819
Cadps	0.048368772
3300002I08Rik	0.048368048
Rpl14-ps1	0.048365653
Zfp101	0.048314264
Mkks	0.048178605
Lamc1	0.048103291
Smc6	0.048078717
Traf4	0.048069117
Fam174c	0.048053636
Dhrsx	0.048051084
Cited2	0.047988298
Vmn1r90	0.047904202
Ncapg2	0.04785261
Cnep1r1	0.047724316
Nol12	0.047694063
Snip1	0.047631203
Cpne3	0.047578206
Trat1	0.047403403
Man2c1os	0.047300111
Eln	0.04728656
Nsd1	0.047172248
Bves	0.047097362
Ercc1	0.047096157
Nup62cl	0.04706383
P2rx5	0.047044929
Gsdmd	0.046986357
Limch1	0.046960101
Nup160	0.046909444
Nolc1	0.046889593
Scaf11	0.046863552
Pank4	0.046808078
Kif20a	0.046800801
Pm20d2	0.046785718
Stard8	0.046759353
Cfap45	0.046755302
Zfp808	0.046717134
Dkk3	0.046711268
B3galt1	0.046664928
Gm1604b	0.046620262
Tmcc3	0.046558298
Pde4c	0.046434037
Rps27l	0.046433612
Gna13	0.04641365
Lrrc14b	0.046321457
Xcr1	0.0462443
Kctd4	0.046240279
Pcdhb15	0.046211408
Fdxacb1	0.046142104
Emc8	0.046028149
Pcdhb21	0.04594738
St13	0.045937536
Ddx58	0.045877451
Mfsd6	0.045866843
Wrap53	0.045821979
Ube2n	0.045756163
Ddc	0.045746762
Zfp971	0.045669419
Polr3c	0.045598379
Masp1	0.04556895
Cdc25a	0.045546706
Rab30	0.045533492
Kansl3	0.045307309
Cyb5b	0.045300844
Gm16070	0.045225242
Alkbh1	0.045194539
Pantr1	0.045168733
Rnf138rt1	0.045156686
Syt2	0.045076642
Lrrc38	0.045040346
Bco2	0.045023853
Stk3	0.045005859
Ddx47	0.044972832
Rsrc2	0.044951914
Fignl1	0.04494068
Mmd2	0.044865451
Slc39a9	0.044737511
Gsta3	0.044647212
Med9os	0.044618878
Sgsm3	0.04452716
Mef2d	0.044466709
Urah	0.044452289
Msln	0.044431523
Slc25a44	0.044341321
Exoc8	0.044332167
Pck2	0.044317014
Uprt	0.044300128
Hs3st3b1	0.044291968
Plod3	0.044230662
Akt3	0.044171824
Vstm2a	0.044159322
Elof1	0.044158587
Cct6a	0.044143792
Gm4767	0.044094932
Hs3st3a1	0.044050684
Ngly1	0.044034227
Chrna1	0.044012972
Bms1	0.043945915
Ndfip2	0.043917627
Zfp809	0.043907419
S1pr2	0.043858659
Stk39	0.043785216
Kyat1	0.043727458
Scpep1os	0.043710323
Gm11725	0.043676822
Kctd9	0.043668117
Kcnip1	0.043662352
Unc13a	0.043637884
Carmil3	0.043629896
Rnf185	0.043563199
Zfp711	0.04352322
Clptm1	0.043478254
Pou3f2	0.04336952
Map3k14	0.043351946
Pygo1	0.043329777
St8sia1	0.043329256
Impact	0.043327213
Rnf4	0.043325759
Pdcd7	0.043321824
Pex13	0.043318408
Trappc2	0.043272356
Fbxo4	0.043239593
Nrip2	0.043169407
Amph	0.043023287
Dmd	0.04302255
Nlrc3	0.043019468
Gm3383	0.042948566
Thoc2l	0.042916771
Plcl2	0.042902942
Utp6	0.042765511
Sdc2	0.042698748
Prim2	0.04269619
Tafa1	0.042640233
Erp44	0.042587225
Zc3hav1l	0.042568097
Rnpep	0.04254283
Adcy5	0.042417544
